# GPR Scan Data - Comprehensive High-Frequency Logging
# Start Time: 20251013_153039
# GPR Velocity (m/s): 0.5
# Log Frequency (Hz): 50.0
# GPR Wheel Radius (m): 0.03
# Fast-LIO Topic: /Odometry
# GPR Motor Start Delay: 0.5 s
# Post-Stop Duration: 1.5 s
#
# Timestamp Format: Microseconds (µs) since epoch
# Time Sync: Both fastlio_time_us and gpr_time_us use ROS time
#
# Event Types:
#   KEY_PRESS_START - Scan key pressed, 50Hz logging begins
#   ARDUINO_START - Linear actuator starting
#   PRE_MOTOR - Waiting for motor start (50Hz logging active)
#   GPR_MOTOR_START - GPR motor velocity command sent
#   SCANNING - Normal scanning operation (50Hz logging)
#   KEY_PRESS_STOP - Stop key pressed (50Hz continues)
#   MOTOR_STOPPING - Stopping motor (50Hz continues)
#   POST_STOP - After motor stopped (50Hz continues)
#   ARDUINO_STOP - Linear actuator stopping
#
seq,event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,vel_lin_x,vel_lin_y,vel_lin_z,vel_ang_x,vel_ang_y,vel_ang_z,gpr_position,gpr_velocity
131,SCANNING,1760383853837158,1760383853832544,1.407985,-0.092016,0.446070,0.002535,-0.001058,-0.010957,0.999936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1209.598999,1.602576
132,SCANNING,1760383853937133,1760383853932574,1.409250,-0.091371,0.444182,0.002480,-0.001192,-0.010844,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1209.326904,4.592614
133,SCANNING,1760383854037199,1760383854032609,1.409100,-0.091837,0.442764,0.002484,-0.000910,-0.011181,0.999934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1209.074097,1.948161
134,SCANNING,1760383854137116,1760383854132535,1.409236,-0.091075,0.442881,0.002295,-0.001068,-0.010842,0.999938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.797363,4.289454
135,SCANNING,1760383854237305,1760383854232575,1.409766,-0.090399,0.441696,0.002140,-0.000879,-0.010840,0.999939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.531738,3.192476
136,SCANNING,1760383854337216,1760383854332588,1.409694,-0.089945,0.442514,0.002347,-0.001000,-0.010900,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.269043,2.617901
137,KEY_PRESS_STOP,1760383854337216,1760383854332588,1.409694,-0.089945,0.442514,0.002347,-0.001000,-0.010900,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.269043,2.617901
138,MOTOR_STOPPING,1760383854337216,1760383854332588,1.409694,-0.089945,0.442514,0.002347,-0.001000,-0.010900,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.269043,2.617901
139,POST_STOP,1760383854437149,1760383854432598,1.408838,-0.089583,0.442195,0.002295,-0.000847,-0.011114,0.999935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.161377,-0.424657
140,POST_STOP,1760383854537039,1760383854532620,1.408483,-0.088720,0.443765,0.002340,-0.001002,-0.010934,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.159912,0.028779
141,POST_STOP,1760383854637128,1760383854632556,1.409035,-0.089747,0.443840,0.002481,-0.001109,-0.010860,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.161011,-0.186868
142,POST_STOP,1760383854737107,1760383854732607,1.407753,-0.090268,0.446307,0.002587,-0.001189,-0.010875,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.159424,0.066044
143,POST_STOP,1760383854837039,1760383854832536,1.407196,-0.091199,0.446049,0.002456,-0.001046,-0.010883,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.160034,0.283985
144,POST_STOP,1760383854937113,1760383854932589,1.405968,-0.090784,0.447181,0.002279,-0.001015,-0.010724,0.999939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.160278,0.260274
145,POST_STOP,1760383855037117,1760383855041636,1.405491,-0.091307,0.446168,0.002244,-0.000974,-0.010675,0.999940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.160522,0.158609
146,POST_STOP,1760383855137216,1760383855141618,1.405239,-0.091122,0.446765,0.002315,-0.000773,-0.010946,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.160278,-0.205382
147,POST_STOP,1760383855237160,1760383855241586,1.406560,-0.092241,0.446141,0.002332,-0.000775,-0.010889,0.999938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.160767,-0.412856
148,POST_STOP,1760383855337005,1760383855341578,1.406942,-0.092497,0.445882,0.002262,-0.000780,-0.010854,0.999938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.160034,-0.075285
149,POST_STOP,1760383855437102,1760383855441542,1.407232,-0.094005,0.447247,0.002468,-0.000806,-0.010915,0.999937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.161133,0.017885
150,POST_STOP,1760383855537064,1760383855541639,1.406668,-0.092386,0.447133,0.002760,-0.000783,-0.011365,0.999931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.159912,0.194039
151,POST_STOP,1760383855637056,1760383855641585,1.405982,-0.091553,0.446905,0.002789,-0.000909,-0.011270,0.999932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.159058,0.617630
152,POST_STOP,1760383855737035,1760383855741580,1.405567,-0.089070,0.444068,0.002593,-0.001043,-0.011402,0.999931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.160645,0.264974
153,POST_STOP,1760383855837105,1760383855841562,1.404429,-0.086689,0.444469,0.002627,-0.001169,-0.011251,0.999933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.159912,-0.015502
154,ARDUINO_STOP,1760383855837105,1760383855841562,1.404429,-0.086689,0.444469,0.002627,-0.001169,-0.011251,0.999933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1208.159912,-0.015502
