# GPR Scan Data - Comprehensive High-Frequency Logging
# Start Time: 20251014_114048
# GPR Velocity (m/s): 0.5
# Log Frequency (Hz): 50.0
# GPR Wheel Radius (m): 0.03
# Fast-LIO Topic: /Odometry
# GPR Motor Start Delay: 0.5 s
# Post-Stop Duration: 1.5 s
#
# Timestamp Format: Microseconds (µs) since epoch
# Time Sync: Both fastlio_time_us and gpr_time_us use ROS time
#
# Event Types:
#   KEY_PRESS_START - Scan key pressed, 50Hz logging begins
#   ARDUINO_START - Linear actuator starting
#   PRE_MOTOR - Waiting for motor start (50Hz logging active)
#   GPR_MOTOR_START - GPR motor velocity command sent
#   SCANNING - Normal scanning operation (50Hz logging)
#   KEY_PRESS_STOP - Stop key pressed (50Hz continues)
#   MOTOR_STOPPING - Stopping motor (50Hz continues)
#   POST_STOP - After motor stopped (50Hz continues)
#   ARDUINO_STOP - Linear actuator stopping
#
seq,event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,vel_lin_x,vel_lin_y,vel_lin_z,vel_ang_x,vel_ang_y,vel_ang_z,gpr_position,gpr_velocity
88,SCANNING,1760456457665710,1760456457666654,-0.875069,-0.149782,-0.008071,-0.003515,0.124041,0.013412,0.992180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.499512,3.461875
89,SCANNING,1760456457765824,1760456457766650,-0.846227,-0.149414,-0.011667,-0.003815,0.123816,0.013511,0.992206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.768517,2.508225
90,SCANNING,1760456457865794,1760456457863758,-0.819551,-0.147988,-0.013215,-0.003842,0.123508,0.013688,0.992242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,126.034706,3.997614
91,SCANNING,1760456457965659,1760456457963753,-0.794747,-0.147645,-0.012924,-0.003942,0.123104,0.013918,0.992288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,126.294167,1.387848
92,SCANNING,1760456458064177,1760456458063806,-0.766018,-0.146401,-0.010056,-0.003636,0.123140,0.013810,0.992287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,126.567558,3.866573
93,SCANNING,1760456458163827,1760456458153798,-0.735161,-0.146745,-0.005889,-0.003465,0.123141,0.013417,0.992292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,126.797386,1.583925
94,SCANNING,1760456458263712,1760456458253783,-0.703939,-0.147739,-0.002795,-0.003269,0.123298,0.012940,0.992280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.066742,3.865283
95,SCANNING,1760456458364698,1760456458353749,-0.670902,-0.149300,-0.000254,-0.003317,0.123594,0.012485,0.992249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.328766,2.976189
96,SCANNING,1760456458465695,1760456458462812,-0.637328,-0.148168,0.000465,-0.003126,0.123959,0.011893,0.992211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.624756,1.467304
97,SCANNING,1760456458565690,1760456458562782,-0.606783,-0.147284,0.002631,-0.003389,0.123905,0.011560,0.992221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.887772,3.586890
98,SCANNING,1760456458665720,1760456458662742,-0.577353,-0.144916,0.004252,-0.003391,0.123948,0.011113,0.992221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.151779,4.246611
99,SCANNING,1760456458765665,1760456458762748,-0.550567,-0.143674,0.006628,-0.003421,0.123933,0.011105,0.992223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.417984,2.861421
100,SCANNING,1760456458865801,1760456458862839,-0.523598,-0.141959,0.007382,-0.003208,0.123944,0.010648,0.992227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.682404,1.883535
101,SCANNING,1760456458965845,1760456458962763,-0.497597,-0.141223,0.008790,-0.003423,0.123771,0.010647,0.992248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.951416,3.956975
102,SCANNING,1760456459065755,1760456459062788,-0.469179,-0.140875,0.010311,-0.003193,0.123858,0.010439,0.992240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.212692,2.429248
103,SCANNING,1760456459165759,1760456459162755,-0.443209,-0.140532,0.011124,-0.003254,0.123920,0.010626,0.992230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.481232,4.441673
104,SCANNING,1760456459265706,1760456459265667,-0.415987,-0.138671,0.014056,-0.003047,0.124060,0.010607,0.992213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.744705,2.184812
105,SCANNING,1760456459365770,1760456459365658,-0.389556,-0.136537,0.018880,-0.002979,0.124197,0.010932,0.992193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.013275,2.565951
106,SCANNING,1760456459465767,1760456459462829,-0.362880,-0.134781,0.023946,-0.002624,0.124472,0.011119,0.992157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.269653,1.253105
107,SCANNING,1760456459565812,1760456459562728,-0.339501,-0.133025,0.027755,-0.002487,0.124737,0.011371,0.992122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.540863,2.728973
108,SCANNING,1760456459665790,1760456459662821,-0.312888,-0.129901,0.032111,-0.002046,0.124916,0.011325,0.992101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.801102,2.223884
109,SCANNING,1760456459765658,1760456459774738,-0.284663,-0.127506,0.034070,-0.002155,0.125171,0.011274,0.992069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.097168,3.849945
110,SCANNING,1760456459865756,1760456459874803,-0.255856,-0.126474,0.034294,-0.002243,0.124798,0.011197,0.992116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.360657,2.805819
111,SCANNING,1760456459964998,1760456459974670,-0.224447,-0.125817,0.033711,-0.002097,0.125296,0.010361,0.992063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.626053,2.099370
112,SCANNING,1760456460065449,1760456460062746,-0.189219,-0.126881,0.031726,-0.001916,0.125594,0.009574,0.992034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.864578,3.627589
113,SCANNING,1760456460165765,1760456460162800,-0.153713,-0.130164,0.027680,-0.002061,0.125774,0.008998,0.992016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.130295,3.500780
114,SCANNING,1760456460265728,1760456460262767,-0.121749,-0.131963,0.023169,-0.001701,0.125990,0.008300,0.991995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.396729,4.031682
115,SCANNING,1760456460365707,1760456460374307,-0.088503,-0.132375,0.020190,-0.001597,0.126508,0.007927,0.991933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.683975,1.763327
116,SCANNING,1760456460465653,1760456460474829,-0.059942,-0.133374,0.016257,-0.001697,0.126507,0.008273,0.991930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.954788,3.796736
117,SCANNING,1760456460565789,1760456460574853,-0.031918,-0.133518,0.012975,-0.001894,0.126306,0.008532,0.991953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.213028,2.023787
118,SCANNING,1760456460665705,1760456460662786,-0.008136,-0.131403,0.013708,-0.001792,0.126621,0.008740,0.991911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.460632,3.811637
119,SCANNING,1760456460764969,1760456460762720,0.020541,-0.129959,0.014509,-0.001922,0.126389,0.008898,0.991939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.719452,2.881785
120,SCANNING,1760456460865665,1760456460873842,0.047943,-0.128131,0.016283,-0.001804,0.126339,0.008826,0.991946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,134.011063,1.297822
121,SCANNING,1760456460965749,1760456460973863,0.078722,-0.125381,0.017802,-0.001941,0.125822,0.008495,0.992015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,134.271408,2.146472
122,SCANNING,1760456461065790,1760456461073740,0.104968,-0.121571,0.018707,-0.001882,0.125930,0.008273,0.992003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,134.542160,2.816751
123,SCANNING,1760456461165722,1760456461161753,0.131709,-0.120212,0.019395,-0.001784,0.125740,0.008158,0.992028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,134.777039,2.626620
124,SCANNING,1760456461265788,1760456461261846,0.155149,-0.120300,0.020080,-0.001675,0.125951,0.007886,0.992004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.041672,1.682486
125,SCANNING,1760456461365697,1760456461361799,0.181099,-0.119911,0.019347,-0.001615,0.125966,0.007587,0.992004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.309433,4.213690
126,SCANNING,1760456461465733,1760456461461774,0.206576,-0.119566,0.019453,-0.001287,0.126427,0.007158,0.991949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.571609,2.301256
