# GPR Scan Data - Comprehensive High-Frequency Logging
# Start Time: 20251014_114048
# GPR Velocity (m/s): 0.5
# Log Frequency (Hz): 50.0
# GPR Wheel Radius (m): 0.03
# Fast-LIO Topic: /Odometry
# GPR Motor Start Delay: 0.5 s
# Post-Stop Duration: 1.5 s
#
# Timestamp Format: Microseconds (µs) since epoch
# Time Sync: Both fastlio_time_us and gpr_time_us use ROS time
#
# Event Types:
#   KEY_PRESS_START - Scan key pressed, 50Hz logging begins
#   ARDUINO_START - Linear actuator starting
#   PRE_MOTOR - Waiting for motor start (50Hz logging active)
#   GPR_MOTOR_START - GPR motor velocity command sent
#   SCANNING - Normal scanning operation (50Hz logging)
#   KEY_PRESS_STOP - Stop key pressed (50Hz continues)
#   MOTOR_STOPPING - Stopping motor (50Hz continues)
#   POST_STOP - After motor stopped (50Hz continues)
#   ARDUINO_STOP - Linear actuator stopping
#
seq,event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,vel_lin_x,vel_lin_y,vel_lin_z,vel_ang_x,vel_ang_y,vel_ang_z,gpr_position,gpr_velocity
127,SCANNING,1760456461565701,1760456461573769,0.233574,-0.117945,0.018763,-0.001159,0.126634,0.006725,0.991926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.867249,3.433789
128,SCANNING,1760456461665791,1760456461673230,0.263795,-0.116233,0.016991,-0.000877,0.126857,0.006080,0.991902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.131653,2.905968
129,SCANNING,1760456461765186,1760456461761756,0.295733,-0.113433,0.018483,-0.000740,0.126953,0.005829,0.991891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.374313,4.129089
130,SCANNING,1760456461865727,1760456461861845,0.322145,-0.111534,0.019373,-0.000494,0.127161,0.005609,0.991866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.631805,3.011090
131,SCANNING,1760456461965844,1760456461972797,0.349612,-0.109784,0.021375,-0.000320,0.127135,0.005837,0.991868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.923157,3.067514
132,SCANNING,1760456462065773,1760456462061813,0.377524,-0.109504,0.027535,0.000208,0.127411,0.005846,0.991833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137.161652,0.971156
133,SCANNING,1760456462165731,1760456462172794,0.401781,-0.109590,0.033914,0.000185,0.127511,0.006224,0.991818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137.462372,3.082460
134,SCANNING,1760456462265683,1760456462272874,0.424185,-0.112265,0.038105,0.000541,0.127559,0.006310,0.991811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137.722977,3.434594
135,SCANNING,1760456462365782,1760456462360835,0.446578,-0.115185,0.043009,0.000816,0.127734,0.006613,0.991786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137.955597,0.603866
136,SCANNING,1760456462465007,1760456462460912,0.466234,-0.119513,0.046874,0.000983,0.127662,0.006827,0.991794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138.222961,2.894432
137,SCANNING,1760456462565673,1760456462572836,0.487342,-0.124111,0.047095,0.000666,0.127201,0.007308,0.991850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138.512192,0.964676
138,SCANNING,1760456462665729,1760456462660817,0.509623,-0.127443,0.046238,0.000916,0.126779,0.007151,0.991905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138.754990,3.049558
139,SCANNING,1760456462765831,1760456462772839,0.535646,-0.128702,0.045274,0.000598,0.126274,0.007182,0.991969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139.046036,1.728624
140,SCANNING,1760456462865473,1760456462860824,0.565544,-0.129781,0.043567,0.000616,0.126215,0.006681,0.991980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139.287048,3.952154
141,SCANNING,1760456462965758,1760456462960857,0.598643,-0.131144,0.040888,0.000515,0.126235,0.006079,0.991982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139.549255,3.495991
142,SCANNING,1760456463065628,1760456463060806,0.634407,-0.131613,0.039458,0.000635,0.126016,0.005282,0.992014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,139.819473,4.894901
143,SCANNING,1760456463165657,1760456463160816,0.671111,-0.132956,0.035110,0.000308,0.125999,0.004660,0.992019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,140.075699,1.229954
144,SCANNING,1760456463265801,1760456463270960,0.705666,-0.135495,0.029251,0.000464,0.126079,0.004064,0.992012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,140.376801,4.355742
145,SCANNING,1760456463365692,1760456463370874,0.739374,-0.138891,0.024089,0.000242,0.125732,0.003746,0.992057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,140.634964,3.127661
146,SCANNING,1760456463464967,1760456463460845,0.773549,-0.139074,0.020817,0.000294,0.125477,0.003487,0.992090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,140.877304,2.167765
147,SCANNING,1760456463565104,1760456463560845,0.803690,-0.140008,0.017140,0.000351,0.125431,0.003258,0.992097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,141.134964,0.717337
148,SCANNING,1760456463665694,1760456463659829,0.831010,-0.139444,0.016665,0.000498,0.125053,0.003357,0.992144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,141.407440,1.237084
149,SCANNING,1760456463765683,1760456463769834,0.857657,-0.137763,0.018863,0.000629,0.125177,0.003402,0.992128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,141.706024,4.188251
150,SCANNING,1760456463865645,1760456463859809,0.884801,-0.133586,0.020979,0.000794,0.124914,0.003350,0.992162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,141.930878,2.123664
151,SCANNING,1760456463965797,1760456463970786,0.909494,-0.131326,0.022251,0.000801,0.124744,0.003342,0.992183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,142.223145,3.031452
152,SCANNING,1760456464065836,1760456464069787,0.935021,-0.129055,0.023845,0.000910,0.124611,0.003355,0.992200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,142.487350,0.545171
153,SCANNING,1760456464165767,1760456464159834,0.965254,-0.128009,0.024511,0.000864,0.124504,0.003113,0.992214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,142.736893,4.449981
154,SCANNING,1760456464265789,1760456464259922,0.997008,-0.126892,0.024142,0.000662,0.123658,0.002801,0.992321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,142.994904,2.991458
155,SCANNING,1760456464365723,1760456464370391,1.025737,-0.127068,0.022408,0.000364,0.123313,0.002624,0.992364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,143.290649,3.951297
156,SCANNING,1760456464465761,1760456464470347,1.053604,-0.127081,0.021256,0.000170,0.122714,0.002273,0.992440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,143.552979,3.947086
157,SCANNING,1760456464565650,1760456464559810,1.082883,-0.127168,0.021061,-0.000033,0.122235,0.001979,0.992499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,143.791534,3.186046
158,SCANNING,1760456464665828,1760456464659840,1.108030,-0.127297,0.022529,-0.000027,0.122011,0.001902,0.992527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144.050964,1.694669
159,SCANNING,1760456464765854,1760456464759834,1.132792,-0.127455,0.023255,0.000007,0.122080,0.001766,0.992519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144.319962,0.911939
160,SCANNING,1760456464865764,1760456464859870,1.156169,-0.127475,0.025676,0.000371,0.122190,0.001571,0.992505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144.590652,3.759246
161,SCANNING,1760456464964990,1760456464969811,1.181455,-0.127721,0.026183,0.000534,0.122328,0.001447,0.992488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144.876831,1.287455
162,SCANNING,1760456465064958,1760456465058873,1.204697,-0.127287,0.025523,0.000564,0.122182,0.001583,0.992506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,145.115479,2.328321
163,SCANNING,1760456465165553,1760456465168839,1.228214,-0.127332,0.023276,0.000768,0.121917,0.001427,0.992539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,145.406754,1.102089
164,SCANNING,1760456465265722,1760456465258843,1.251166,-0.127282,0.022159,0.000988,0.121751,0.001547,0.992559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,145.650345,3.747021
165,SCANNING,1760456465365757,1760456465358815,1.277648,-0.128653,0.021831,0.001051,0.121479,0.001630,0.992592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,145.904724,1.363702
166,SCANNING,1760456465465678,1760456465469393,1.303303,-0.129484,0.022460,0.001087,0.121257,0.001698,0.992619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,146.203278,4.098498
167,SCANNING,1760456465565672,1760456465569776,1.329756,-0.130246,0.024237,0.001399,0.121380,0.001400,0.992604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,146.463577,2.024056
168,SCANNING,1760456465665846,1760456465658882,1.359193,-0.129921,0.026317,0.001255,0.121276,0.001384,0.992617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,146.709991,2.351975
169,SCANNING,1760456465765733,1760456465768894,1.388100,-0.129099,0.029629,0.001391,0.121369,0.001004,0.992606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.000534,3.641054
170,SCANNING,1760456465864969,1760456465869250,1.417753,-0.128450,0.031059,0.001144,0.121280,0.000723,0.992617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.264526,2.518597
171,SCANNING,1760456465965733,1760456465969229,1.445987,-0.127705,0.032273,0.001317,0.121272,0.000218,0.992618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.528351,4.197287
172,SCANNING,1760456466065839,1760456466068781,1.467986,-0.130046,0.030414,0.000790,0.120767,0.000122,0.992681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.792465,3.187505
173,SCANNING,1760456466165937,1760456466168821,1.485321,-0.130752,0.029186,0.000888,0.120707,-0.000270,0.992688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.050522,1.705584
174,SCANNING,1760456466265781,1760456466268928,1.495390,-0.131283,0.026363,0.000599,0.120576,-0.000338,0.992704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.322159,1.284748
175,SCANNING,1760456466365706,1760456466369270,1.499894,-0.131167,0.026726,0.000745,0.120298,-0.000457,0.992737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.591003,3.376352
176,SCANNING,1760456466465156,1760456466468829,1.498736,-0.131419,0.027523,0.000558,0.120264,-0.000378,0.992742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.850586,0.962052
177,SCANNING,1760456466565735,1760456466568814,1.499239,-0.128590,0.030194,0.000859,0.120466,-0.000425,0.992717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,149.114594,2.094522
178,SCANNING,1760456466665773,1760456466668761,1.498312,-0.127335,0.032265,0.000881,0.120635,-0.000318,0.992696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,149.381470,1.175436
179,SCANNING,1760456466765728,1760456466769207,1.499081,-0.126763,0.034291,0.000934,0.120490,-0.000465,0.992714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,149.651917,2.533763
180,SCANNING,1760456466865217,1760456466868795,1.502220,-0.125222,0.034745,0.001047,0.120928,-0.000717,0.992660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,149.906921,1.548932
181,SCANNING,1760456466965706,1760456466968825,1.506950,-0.124049,0.035129,0.001082,0.120779,-0.000674,0.992679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.179214,3.287828
182,SCANNING,1760456467065895,1760456467068777,1.510418,-0.123452,0.035927,0.001208,0.120885,-0.000881,0.992665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.447662,3.962026
183,SCANNING,1760456467165764,1760456467158511,1.513185,-0.123295,0.037732,0.001124,0.120613,-0.001003,0.992698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.682449,1.918702
184,SCANNING,1760456467265743,1760456467267867,1.517955,-0.121881,0.039275,0.001196,0.120719,-0.001185,0.992685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.977371,5.088096
185,SCANNING,1760456467365748,1760456467368846,1.518195,-0.121949,0.037719,0.001146,0.120669,-0.001224,0.992691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151.238876,1.945451
186,SCANNING,1760456467463408,1760456467468269,1.520685,-0.121396,0.037117,0.001201,0.120780,-0.001380,0.992678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151.505936,4.763499
187,SCANNING,1760456467562461,1760456467557948,1.523756,-0.122221,0.036476,0.000968,0.120543,-0.001326,0.992707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,151.741501,1.277047
188,SCANNING,1760456467662428,1760456467668288,1.527595,-0.122216,0.035743,0.001109,0.120727,-0.001509,0.992684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152.035614,3.895787
189,SCANNING,1760456467765605,1760456467767882,1.529139,-0.123603,0.035178,0.001235,0.120792,-0.001439,0.992676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152.295914,1.490997
190,SCANNING,1760456467865815,1760456467867987,1.530786,-0.124403,0.037125,0.001298,0.120599,-0.001320,0.992700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152.563660,2.644904
191,SCANNING,1760456467965822,1760456467957521,1.529600,-0.125593,0.038083,0.001181,0.120402,-0.001166,0.992724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152.796707,1.104181
192,SCANNING,1760456468065779,1760456468067780,1.526727,-0.125654,0.039460,0.001432,0.120665,-0.001271,0.992691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,153.095428,4.033642
193,SCANNING,1760456468165714,1760456468167814,1.523218,-0.126190,0.040431,0.001352,0.120509,-0.001094,0.992711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,153.357742,2.201472
194,SCANNING,1760456468265832,1760456468267823,1.520118,-0.127557,0.040832,0.001199,0.120310,-0.000969,0.992735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,153.623276,1.124993
195,SCANNING,1760456468365738,1760456468367883,1.520914,-0.128245,0.039801,0.001085,0.120130,-0.000985,0.992757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,153.884888,2.555835
196,SCANNING,1760456468465700,1760456468467525,1.521728,-0.130236,0.039585,0.001116,0.120045,-0.000932,0.992767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.158356,4.580694
197,SCANNING,1760456468565858,1760456468567355,1.523029,-0.131560,0.038350,0.001132,0.120032,-0.000868,0.992769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.419327,3.095452
198,KEY_PRESS_STOP,1760456468565858,1760456468567355,1.523029,-0.131560,0.038350,0.001132,0.120032,-0.000868,0.992769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.419327,3.095452
199,MOTOR_STOPPING,1760456468565858,1760456468567355,1.523029,-0.131560,0.038350,0.001132,0.120032,-0.000868,0.992769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.419327,3.095452
200,POST_STOP,1760456468665118,1760456468667451,1.526083,-0.132405,0.037115,0.001081,0.120080,-0.000959,0.992763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.683594,2.245151
201,POST_STOP,1760456468764962,1760456468767539,1.532336,-0.131063,0.038021,0.001067,0.119864,-0.001144,0.992789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.953140,4.143326
202,POST_STOP,1760456468865534,1760456468867395,1.535511,-0.129777,0.040972,0.001132,0.119924,-0.001195,0.992782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.970749,0.187563
203,POST_STOP,1760456468964668,1760456468956667,1.538792,-0.126625,0.042959,0.001482,0.120528,-0.001664,0.992707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.972076,-0.566786
204,POST_STOP,1760456469065035,1760456469056581,1.543297,-0.125376,0.045555,0.001439,0.120420,-0.001755,0.992720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.974792,0.068464
205,POST_STOP,1760456469165798,1760456469166859,1.545604,-0.124956,0.047419,0.001613,0.120544,-0.001726,0.992705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.976746,-0.001412
206,POST_STOP,1760456469265372,1760456469266911,1.543604,-0.126631,0.049259,0.001845,0.120896,-0.001661,0.992662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.977127,0.162075
207,POST_STOP,1760456469365805,1760456469366875,1.538680,-0.129185,0.050961,0.002032,0.121033,-0.001632,0.992645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.975311,-1.072235
208,POST_STOP,1760456469465890,1760456469466610,1.532508,-0.131975,0.052852,0.001860,0.120747,-0.001289,0.992681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.976974,-0.276319
209,POST_STOP,1760456469565745,1760456469566535,1.524853,-0.133226,0.054298,0.002005,0.120762,-0.001105,0.992679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.976593,-0.551585
210,POST_STOP,1760456469665731,1760456469656602,1.518191,-0.134155,0.055605,0.002005,0.120694,-0.001006,0.992687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.978104,0.003325
211,POST_STOP,1760456469765874,1760456469766847,1.512229,-0.133998,0.053287,0.001717,0.120420,-0.000814,0.992721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.976776,-0.125916
212,POST_STOP,1760456469865788,1760456469866436,1.508910,-0.133030,0.049966,0.001564,0.120299,-0.000599,0.992736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.977219,-0.089237
213,POST_STOP,1760456469965755,1760456469966392,1.507359,-0.133005,0.045761,0.001383,0.120137,-0.000470,0.992756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.978027,0.007533
214,POST_STOP,1760456470065641,1760456470065930,1.508440,-0.133242,0.040971,0.001116,0.120000,-0.000486,0.992773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.977554,-0.048250
215,POST_STOP,1760456470164599,1760456470167368,1.508440,-0.133987,0.036053,0.000952,0.120001,-0.000529,0.992773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.977112,-0.283413
216,ARDUINO_STOP,1760456470164599,1760456470167368,1.508440,-0.133987,0.036053,0.000952,0.120001,-0.000529,0.992773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.977112,-0.283413
