event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,gpr_position,gpr_velocity,left_position,right_position
KEY_PRESS_START,1762537444469963,1762537444474236,0.239839,0.003318,-0.010451,924.086914,-0.678325,0.000000,0.000000
ARDUINO_START,0,1762537444474236,0.239839,0.003318,-0.010451,924.086914,-0.678325,0.000000,0.000000
PRE_MOTOR,1762537446369952,1762537446412762,0.242782,0.003135,-0.006639,924.088867,0.219098,15.558445,-17.297688
PRE_MOTOR,0,1762537446433491,0.241297,0.003503,-0.006644,924.086243,-1.279154,15.558451,-17.297686
PRE_MOTOR,0,1762537446443081,0.242782,0.003135,-0.006639,924.088135,-0.092627,15.558447,-17.297682
PRE_MOTOR,0,1762537446452758,0.242411,0.003227,-0.006640,924.087402,-0.223064,15.558446,-17.297688
PRE_MOTOR,0,1762537446463634,0.242782,0.003135,-0.006639,924.087769,-0.303195,15.558451,-17.297682
PRE_MOTOR,1762537446469931,1762537446473254,0.240926,0.003595,-0.006645,924.087463,-0.303143,15.558452,-17.297686
PRE_MOTOR,0,1762537446482890,0.240882,0.003074,-0.006926,924.088501,-0.140177,15.558450,-17.297686
PRE_MOTOR,0,1762537446492477,0.240795,0.002033,-0.007488,924.088013,-0.267067,15.558448,-17.297684
PRE_MOTOR,0,1762537446503280,0.240795,0.002033,-0.007488,924.088806,-0.150406,15.558452,-17.297680
PRE_MOTOR,0,1762537446512787,0.240926,0.003595,-0.006645,924.088257,-0.013070,15.558453,-17.297686
PRE_MOTOR,0,1762537446543485,0.240882,0.003074,-0.006926,924.087585,0.012948,15.558450,-17.297686
PRE_MOTOR,0,1762537446553064,0.240838,0.002553,-0.007207,924.088501,0.050469,15.558448,-17.297686
PRE_MOTOR,0,1762537446563296,0.240751,0.001512,-0.007769,924.088562,-0.260153,15.558445,-17.297684
PRE_MOTOR,1762537446569862,1762537446572848,0.240751,0.001512,-0.007769,924.087708,-0.214101,15.558446,-17.297684
PRE_MOTOR,0,1762537446582453,0.240751,0.001512,-0.007769,924.088684,0.353395,15.558450,-17.297684
