# GPR Scan Data - Comprehensive High-Frequency Logging
# Start Time: 20251107_125625
# GPR Velocity (m/s): 0.5
# Log Frequency (Hz): 50.0
# GPR Wheel Radius (m): 0.03
# Fast-LIO Topic: /Odometry_tilt_corrected_diff
# GPR Motor Start Delay: 0.5 s
# Post-Stop Duration: 1.5 s
#
# Timestamp Format: Microseconds (µs) since epoch
# Time Sync: Both fastlio_time_us and gpr_time_us use ROS time
#
# Event Types:
#   KEY_PRESS_START - Scan key pressed, 50Hz logging begins
#   ARDUINO_START - Linear actuator starting
#   PRE_MOTOR - Waiting for motor start (50Hz logging active)
#   GPR_MOTOR_START - GPR motor velocity command sent
#   SCANNING - Normal scanning operation (50Hz logging)
#   KEY_PRESS_STOP - Stop key pressed (50Hz continues)
#   MOTOR_STOPPING - Stopping motor (50Hz continues)
#   POST_STOP - After motor stopped (50Hz continues)
#   ARDUINO_STOP - Linear actuator stopping
#
seq,event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,vel_lin_x,vel_lin_y,vel_lin_z,vel_ang_x,vel_ang_y,vel_ang_z,gpr_position,gpr_velocity,left_position,right_position
0,KEY_PRESS_START,1762538184995712,1762538184994969,-0.002646,-0.010835,0.014913,0.011981,0.128883,-0.023803,0.991302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937256,-0.060949
1,ARDUINO_START,1762538184995712,1762538184994969,-0.002646,-0.010835,0.014913,0.011981,0.128883,-0.023803,0.991302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937256,-0.060949
2,PRE_MOTOR,1762538186095362,1762538186926519,0.001566,-0.007521,0.005186,0.009709,0.129027,-0.025282,0.991271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937134,-0.253726,24.021015,-24.664106
3,PRE_MOTOR,1762538186194897,1762538186936117,0.001005,-0.006215,0.005478,0.009847,0.129607,-0.025302,0.991194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937134,-0.079759,24.021017,-24.664106
4,PRE_MOTOR,1762538186294712,1762538186945275,0.000696,-0.007791,0.010929,0.009657,0.129579,-0.024770,0.991213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937134,-0.124742,24.021023,-24.664108
5,PRE_MOTOR,1762538186394906,1762538186954322,-0.001596,-0.007937,0.014301,0.009916,0.129632,-0.024844,0.991201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937134,-0.195560,24.021019,-24.664108
6,PRE_MOTOR,1762538186495465,1762538186963966,-0.002957,-0.008773,0.016403,0.009682,0.129752,-0.024752,0.991190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.936523,-0.345145,24.021023,-24.664108
7,PRE_MOTOR,1762538186595520,1762538186973885,-0.003477,-0.009840,0.013956,0.010348,0.129796,-0.024473,0.991185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937012,-0.316710,24.021017,-24.664110
8,PRE_MOTOR,1762538186695622,1762538186983833,-0.003880,-0.010439,0.014393,0.010413,0.129143,-0.024091,0.991279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.936890,-0.395116,24.021017,-24.664110
9,PRE_MOTOR,1762538186794969,1762538186993925,-0.004283,-0.009618,0.009057,0.010452,0.129175,-0.023911,0.991278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.936523,-0.672896,24.021019,-24.664110
10,PRE_MOTOR,1762538186895841,1762538187004408,-0.003548,-0.010801,0.008072,0.010881,0.128907,-0.023981,0.991307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1082.937988,0.212035,24.021023,-24.664112
