# GPR Scan Data - Comprehensive High-Frequency Logging
# Start Time: 20251107_130211
# GPR Velocity (m/s): 0.5
# Log Frequency (Hz): 50.0
# GPR Wheel Radius (m): 0.03
# Fast-LIO Topic: /Odometry_tilt_corrected_diff
# GPR Motor Start Delay: 0.5 s
# Post-Stop Duration: 1.5 s
#
# Timestamp Format: Microseconds (µs) since epoch
# Time Sync: Both fastlio_time_us and gpr_time_us use ROS time
#
# Event Types:
#   KEY_PRESS_START - Scan key pressed, 50Hz logging begins
#   ARDUINO_START - Linear actuator starting
#   PRE_MOTOR - Waiting for motor start (50Hz logging active)
#   GPR_MOTOR_START - GPR motor velocity command sent
#   SCANNING - Normal scanning operation (50Hz logging)
#   KEY_PRESS_STOP - Stop key pressed (50Hz continues)
#   MOTOR_STOPPING - Stopping motor (50Hz continues)
#   POST_STOP - After motor stopped (50Hz continues)
#   ARDUINO_STOP - Linear actuator stopping
#
seq,event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,vel_lin_x,vel_lin_y,vel_lin_z,vel_ang_x,vel_ang_y,vel_ang_z,gpr_position,gpr_velocity,left_position,right_position
0,KEY_PRESS_START,1762538531679044,1762538531683794,-0.004412,0.010313,0.128963,0.019989,0.148096,0.079737,0.985551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620483,0.006056
1,ARDUINO_START,1762538531679044,1762538531683794,-0.004412,0.010313,0.128963,0.019989,0.148096,0.079737,0.985551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620483,0.006056
2,PRE_MOTOR,1762538532878905,1762538533691544,-0.001944,0.012370,0.115878,0.018754,0.147207,0.079118,0.985758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.622559,0.450179,27.273752,-26.787596
3,PRE_MOTOR,1762538532978949,1762538533712397,0.001189,0.012784,0.116329,0.019625,0.146886,0.078682,0.985824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620605,-0.506996,27.273754,-26.787594
4,PRE_MOTOR,1762538533078913,1762538533721939,0.000155,0.012031,0.115471,0.019602,0.146527,0.080314,0.985746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.619873,-0.429509,27.273750,-26.787592
5,PRE_MOTOR,1762538533179163,1762538533732041,-0.001764,0.011210,0.113573,0.020400,0.147082,0.080260,0.985652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620361,-0.436176,27.273748,-26.787592
6,PRE_MOTOR,1762538533278967,1762538533741607,-0.001008,0.009433,0.114306,0.018212,0.145541,0.081132,0.985852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620972,-0.086707,27.273748,-26.787592
7,PRE_MOTOR,1762538533378949,1762538533751581,-0.001338,0.009304,0.116989,0.019345,0.146090,0.080710,0.985784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620728,-0.068165,27.273746,-26.787594
8,PRE_MOTOR,1762538533478653,1762538533761548,0.000169,0.009221,0.118130,0.019389,0.146389,0.080815,0.985730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620972,-0.000664,27.273748,-26.787592
9,PRE_MOTOR,1762538533578290,1762538533771547,0.001004,0.010597,0.110280,0.019081,0.144414,0.081250,0.985991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.621826,0.251545,27.273746,-26.787594
10,PRE_MOTOR,1762538533679204,1762538533781629,-0.001371,0.009193,0.109601,0.019562,0.145248,0.081672,0.985825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.621582,-0.013024,27.273750,-26.787592
11,PRE_MOTOR,1762538533778555,1762538533791578,-0.003093,0.009854,0.109453,0.020618,0.145399,0.082261,0.985732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.621582,0.245565,27.273752,-26.787592
12,PRE_MOTOR,,1762538533812412,,,,,,,,,,,,,,1099.620850,-0.054007,27.273752,-26.787594
13,PRE_MOTOR,,1762538533833089,,,,,,,,,,,,,,1099.621460,0.101887,27.273750,-26.787594
14,PRE_MOTOR,,1762538533842211,,,,,,,,,,,,,,1099.621948,0.326755,27.273748,-26.787594
15,PRE_MOTOR,,1762538533851807,,,,,,,,,,,,,,1099.622559,0.625143,27.273748,-26.787594
16,PRE_MOTOR,,1762538533861528,,,,,,,,,,,,,,1099.621948,0.260706,27.273754,-26.787594
17,PRE_MOTOR,,1762538533872997,,,,,,,,,,,,,,1099.621094,-0.027722,27.273750,-26.787594
18,PRE_MOTOR,,1762538533882094,,,,,,,,,,,,,,1099.621094,-0.234028,27.273746,-26.787594
19,PRE_MOTOR,,1762538533891790,,,,,,,,,,,,,,1099.620728,-0.281238,27.273745,-26.787594
20,PRE_MOTOR,1762538533876449,1762538533912358,-0.000311,0.012052,0.113720,0.020431,0.145719,0.081580,0.985745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620483,-0.145324,27.273752,-26.787594
21,PRE_MOTOR,,1762538533933037,,,,,,,,,,,,,,1099.621704,0.273570,27.273748,-26.787592
22,PRE_MOTOR,,1762538533942132,,,,,,,,,,,,,,1099.621460,0.159482,27.273748,-26.787592
23,PRE_MOTOR,,1762538533951730,,,,,,,,,,,,,,1099.619751,-0.195276,27.273746,-26.787592
24,PRE_MOTOR,,1762538533961560,,,,,,,,,,,,,,1099.620850,-0.447576,27.273752,-26.787592
25,PRE_MOTOR,,1762538533973040,,,,,,,,,,,,,,1099.620972,-0.018120,27.273750,-26.787592
26,PRE_MOTOR,,1762538533982114,,,,,,,,,,,,,,1099.621216,0.134358,27.273746,-26.787592
27,PRE_MOTOR,1762538533974722,1762538534002085,-0.005726,0.012333,0.113617,0.021048,0.145673,0.080859,0.985798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620605,-0.087224,27.273748,-26.787592
28,PRE_MOTOR,,1762538534011799,,,,,,,,,,,,,,1099.622070,0.158498,27.273750,-26.787592
29,PRE_MOTOR,,1762538534022980,,,,,,,,,,,,,,1099.620483,-0.113948,27.273748,-26.787592
30,PRE_MOTOR,,1762538534033067,,,,,,,,,,,,,,1099.621582,0.291709,27.273748,-26.787592
31,PRE_MOTOR,,1762538534042142,,,,,,,,,,,,,,1099.620850,-0.256544,27.273750,-26.787592
32,PRE_MOTOR,,1762538534051742,,,,,,,,,,,,,,1099.621216,0.016422,27.273748,-26.787592
33,PRE_MOTOR,,1762538534061624,,,,,,,,,,,,,,1099.621338,-0.129063,27.273748,-26.787592
34,PRE_MOTOR,,1762538534073098,,,,,,,,,,,,,,1099.619141,-0.645700,27.273752,-26.787592
35,PRE_MOTOR,,1762538534082214,,,,,,,,,,,,,,1099.620361,-0.171819,27.273746,-26.787592
36,PRE_MOTOR,1762538534074417,1762538534102070,-0.005283,0.012121,0.113648,0.020477,0.145498,0.081172,0.985810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620728,-0.252079,27.273752,-26.787592
37,PRE_MOTOR,,1762538534111703,,,,,,,,,,,,,,1099.622314,0.575704,27.273748,-26.787592
38,PRE_MOTOR,,1762538534123036,,,,,,,,,,,,,,1099.622803,0.647645,27.273752,-26.787592
39,PRE_MOTOR,,1762538534133089,,,,,,,,,,,,,,1099.620483,-0.013721,27.273752,-26.787590
40,PRE_MOTOR,,1762538534142242,,,,,,,,,,,,,,1099.620605,-0.499264,27.273752,-26.787590
41,PRE_MOTOR,,1762538534151833,,,,,,,,,,,,,,1099.621216,-0.016001,27.273748,-26.787590
42,PRE_MOTOR,,1762538534161566,,,,,,,,,,,,,,1099.620728,-0.143535,27.273750,-26.787590
43,PRE_MOTOR,,1762538534172957,,,,,,,,,,,,,,1099.620605,-0.299374,27.273752,-26.787590
44,PRE_MOTOR,,1762538534182083,,,,,,,,,,,,,,1099.619263,-0.832220,27.273750,-26.787590
45,PRE_MOTOR,1762538534178688,1762538534203043,-0.008539,0.010158,0.112562,0.020030,0.146081,0.080525,0.985786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1099.620972,0.164636,27.273752,-26.787590
46,PRE_MOTOR,,1762538534212108,,,,,,,,,,,,,,1099.620605,-0.470411,27.273748,-26.787590
