event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,gpr_position,gpr_velocity,left_position,right_position
KEY_PRESS_START,0,1762538184994969,-0.002646,-0.010835,0.014913,1082.937256,-0.060949,0.000000,0.000000
ARDUINO_START,1762538184995712,1762538184994969,-0.002646,-0.010835,0.014913,1082.937256,-0.060949,0.000000,0.000000
PRE_MOTOR,1762538186895841,1762538186926519,-0.003548,-0.010801,0.008072,1082.937134,-0.253726,24.021015,-24.664106
PRE_MOTOR,0,1762538186936117,-0.003600,-0.011055,0.008131,1082.937134,-0.079759,24.021017,-24.664106
PRE_MOTOR,0,1762538186945275,-0.003754,-0.011818,0.008309,1082.937134,-0.124742,24.021023,-24.664108
PRE_MOTOR,0,1762538186954322,-0.003702,-0.011564,0.008250,1082.937134,-0.195560,24.021019,-24.664108
PRE_MOTOR,0,1762538186963966,-0.003754,-0.011818,0.008309,1082.936523,-0.345145,24.021023,-24.664108
PRE_MOTOR,0,1762538186973885,-0.003703,-0.011564,0.008250,1082.937012,-0.316710,24.021017,-24.664110
PRE_MOTOR,0,1762538186983833,-0.003703,-0.011564,0.008250,1082.936890,-0.395116,24.021017,-24.664110
PRE_MOTOR,1762538186995683,1762538186993925,-0.003754,-0.011818,0.008309,1082.936523,-0.672896,24.021019,-24.664110
PRE_MOTOR,0,1762538187004408,-0.003754,-0.011818,0.008309,1082.937988,0.212035,24.021023,-24.664112
PRE_MOTOR,0,1762538187014134,-0.003754,-0.011818,0.008309,1082.937378,0.248838,24.021019,-24.664110
PRE_MOTOR,0,1762538187035288,-0.003754,-0.011818,0.008309,1082.938477,0.071108,24.021023,-24.664108
PRE_MOTOR,0,1762538187044407,-0.003754,-0.011818,0.008309,1082.938110,0.115059,24.021021,-24.664108
PRE_MOTOR,0,1762538187054044,-0.003754,-0.011818,0.008309,1082.937134,-0.025556,24.021025,-24.664108
PRE_MOTOR,0,1762538187065378,-0.003754,-0.011818,0.008309,1082.937378,-0.007075,24.021027,-24.664108
PRE_MOTOR,0,1762538187074478,-0.003732,-0.013342,0.008874,1082.936646,-0.326392,24.021017,-24.664108
PRE_MOTOR,0,1762538187084095,-0.003743,-0.012580,0.008592,1082.937622,0.070448,24.021019,-24.664108
PRE_MOTOR,1762538187095762,1762538187093910,-0.003732,-0.013342,0.008874,1082.937622,0.026296,24.021017,-24.664108
PRE_MOTOR,0,1762538187104434,-0.002439,-0.013476,0.007453,1082.937988,0.077407,24.021023,-24.664110
PRE_MOTOR,0,1762538187115429,-0.002439,-0.013476,0.007453,1082.937988,0.192124,24.021019,-24.664110
PRE_MOTOR,0,1762538187136374,-0.002439,-0.013476,0.007453,1082.937988,0.211332,24.021023,-24.664110
PRE_MOTOR,0,1762538187145479,-0.002439,-0.013476,0.007453,1082.938477,0.145673,24.021019,-24.664110
PRE_MOTOR,0,1762538187154517,-0.003086,-0.013409,0.008164,1082.937378,0.004183,24.021017,-24.664110
PRE_MOTOR,0,1762538187165706,-0.002439,-0.013476,0.007453,1082.938354,0.301227,24.021019,-24.664110
PRE_MOTOR,0,1762538187175297,-0.003732,-0.013342,0.008874,1082.937134,-0.199497,24.021015,-24.664110
PRE_MOTOR,0,1762538187184405,-0.002439,-0.013476,0.007453,1082.937622,-0.064768,24.021021,-24.664110
PRE_MOTOR,1762538187196740,1762538187194050,-0.002439,-0.013476,0.007453,1082.937256,0.049285,24.021019,-24.664110
PRE_MOTOR,0,1762538187204388,-0.002439,-0.013476,0.007453,1082.937744,0.286437,24.021017,-24.664112
PRE_MOTOR,0,1762538187215450,-0.002439,-0.013476,0.007453,1082.937378,-0.014067,24.021015,-24.664112
PRE_MOTOR,0,1762538187224617,-0.004077,-0.015474,0.015753,1082.938232,0.236392,24.021019,-24.664112
PRE_MOTOR,0,1762538187245599,-0.004077,-0.015474,0.015753,1082.937378,0.006016,24.021027,-24.664112
PRE_MOTOR,0,1762538187254737,-0.004077,-0.015474,0.015753,1082.937500,-0.163347,24.021025,-24.664112
PRE_MOTOR,0,1762538187266194,-0.004077,-0.015474,0.015753,1082.937988,0.334393,24.021023,-24.664112
PRE_MOTOR,0,1762538187275362,-0.002439,-0.013476,0.007453,1082.937378,0.036593,24.021017,-24.664112
PRE_MOTOR,0,1762538187284415,-0.004077,-0.015474,0.015753,1082.937744,-0.013732,24.021019,-24.664112
PRE_MOTOR,1762538187295777,1762538187294047,-0.004077,-0.015474,0.015753,1082.937866,0.036221,24.021019,-24.664112
PRE_MOTOR,0,1762538187304387,-0.004083,-0.015364,0.014363,1082.937500,-0.306334,24.021023,-24.664112
PRE_MOTOR,0,1762538187315473,-0.004077,-0.015474,0.015753,1082.937866,-0.060167,24.021019,-24.664112
PRE_MOTOR,0,1762538187335478,-0.004088,-0.015255,0.012972,1082.937012,-0.155758,24.021027,-24.664112
PRE_MOTOR,0,1762538187344505,-0.004077,-0.015474,0.015753,1082.937744,0.216074,24.021017,-24.664112
PRE_MOTOR,0,1762538187354153,-0.004080,-0.015419,0.015058,1082.937012,0.043001,24.021021,-24.664112
PRE_MOTOR,0,1762538187365378,-0.004077,-0.015474,0.015753,1082.937622,-0.003390,24.021013,-24.664112
PRE_MOTOR,0,1762538187374523,-0.004088,-0.015255,0.012972,1082.936768,-0.204735,24.021027,-24.664112
PRE_MOTOR,0,1762538187384126,-0.004077,-0.015474,0.015753,1082.936890,0.030674,24.021017,-24.664112
PRE_MOTOR,1762538187395825,1762538187393898,-0.004091,-0.015200,0.012277,1082.938232,0.441011,24.021029,-24.664112
PRE_MOTOR,0,1762538187404410,-0.005722,-0.013444,0.017352,1082.937378,-0.097707,24.021023,-24.664112
PRE_MOTOR,0,1762538187415536,-0.005722,-0.013444,0.017352,1082.937012,-0.329316,24.021021,-24.664112
PRE_MOTOR,0,1762538187434456,-0.005722,-0.013444,0.017352,1082.938477,0.240017,24.021019,-24.664112
PRE_MOTOR,0,1762538187444047,-0.005722,-0.013444,0.017352,1082.937378,0.098113,24.021021,-24.664112
PRE_MOTOR,0,1762538187454330,-0.005722,-0.013444,0.017352,1082.937378,-0.261929,24.021023,-24.664112
PRE_MOTOR,0,1762538187465429,-0.005722,-0.013444,0.017352,1082.937988,0.272713,24.021019,-24.664112
PRE_MOTOR,0,1762538187474576,-0.004091,-0.015200,0.012277,1082.937134,0.191532,24.021029,-24.664112
PRE_MOTOR,0,1762538187483677,-0.005722,-0.013444,0.017352,1082.936035,-0.044976,24.021021,-24.664112
PRE_MOTOR,1762538187495791,1762538187493329,-0.005722,-0.013444,0.017352,1082.937134,-0.030056,24.021023,-24.664112
PRE_MOTOR,0,1762538187503525,-0.005722,-0.013444,0.017352,1082.937500,0.127532,24.021025,-24.664112
PRE_MOTOR,0,1762538187514603,-0.005722,-0.013444,0.017352,1082.938232,-0.029582,24.021023,-24.664112
GPR_MOTOR_START,0,1762538187534609,-0.005849,-0.014509,0.019234,1082.937012,0.001341,24.021021,-24.664112
SCANNING,0,1762538187544282,-0.005976,-0.015574,0.021116,1082.938843,0.391625,24.021019,-24.664112
SCANNING,0,1762538187553377,-0.005849,-0.014509,0.019234,1082.921631,-2.797767,24.021021,-24.664112
SCANNING,0,1762538187564505,-0.005722,-0.013444,0.017352,1082.907837,-2.528096,24.021023,-24.664112
SCANNING,0,1762538187573603,-0.005722,-0.013444,0.017352,1082.874878,-3.525255,24.021023,-24.664112
SCANNING,0,1762538187583265,-0.005722,-0.013444,0.017352,1082.858154,-0.403123,24.021025,-24.664112
SCANNING,1762538187595690,1762538187592912,-0.005976,-0.015574,0.021116,1082.848999,-0.487981,24.021019,-24.664112
SCANNING,0,1762538187603324,-0.006259,-0.014369,0.022274,1082.854858,0.469460,24.021023,-24.664112
SCANNING,0,1762538187614455,-0.006117,-0.014972,0.021695,1082.865356,2.057033,24.021021,-24.664112
SCANNING,0,1762538187634430,-0.005976,-0.015574,0.021116,1082.913940,0.592167,24.021017,-24.664112
SCANNING,0,1762538187643552,-0.005976,-0.015574,0.021116,1082.939331,0.804367,24.021019,-24.664112
SCANNING,0,1762538187653179,-0.005976,-0.015574,0.021116,1082.965576,1.470312,24.021017,-24.664112
SCANNING,0,1762538187664384,-0.005976,-0.015574,0.021116,1082.991577,1.352324,24.021019,-24.664112
SCANNING,0,1762538187673500,-0.006542,-0.013164,0.023432,1083.017578,1.518348,24.021027,-24.664112
SCANNING,0,1762538187683168,-0.005976,-0.015574,0.021116,1083.044189,2.232942,24.021019,-24.664112
SCANNING,1762538187695667,1762538187692917,-0.006683,-0.012562,0.024011,1083.071411,2.543797,24.021029,-24.664112
SCANNING,0,1762538187703372,-0.006456,-0.013547,0.021803,1083.099487,2.724281,24.021021,-24.664110
SCANNING,0,1762538187714435,-0.006456,-0.013547,0.021803,1083.126099,3.003373,24.021019,-24.664110
SCANNING,0,1762538187723586,-0.006456,-0.013547,0.021803,1083.150635,3.899768,24.021023,-24.664110
SCANNING,0,1762538187744463,-0.006456,-0.013547,0.021803,1083.201660,3.835209,24.021019,-24.664110
SCANNING,0,1762538187753610,-0.006456,-0.013547,0.021803,1083.231567,4.099974,24.021019,-24.664110
SCANNING,0,1762538187765076,-0.006456,-0.013547,0.021803,1083.255005,4.466475,24.021017,-24.664110
SCANNING,0,1762538187774261,-0.006456,-0.013547,0.021803,1083.281494,4.728229,24.021025,-24.664110
SCANNING,0,1762538187783328,-0.006456,-0.013547,0.021803,1083.305786,3.954478,24.021017,-24.664110
SCANNING,1762538187795647,1762538187793000,-0.006456,-0.013547,0.021803,1083.333984,4.455702,24.021027,-24.664110
SCANNING,0,1762538187803359,-0.006456,-0.013547,0.021803,1083.362305,4.652637,24.021021,-24.664110
SCANNING,0,1762538187814434,-0.006456,-0.013547,0.021803,1083.384155,2.920026,24.021021,-24.664110
SCANNING,0,1762538187823542,-0.006456,-0.013547,0.021803,1083.404663,1.725788,24.021023,-24.664110
SCANNING,0,1762538187844574,-0.006456,-0.013547,0.021803,1083.460571,2.159949,24.021017,-24.664110
SCANNING,0,1762538187853654,-0.006456,-0.013547,0.021803,1083.488525,1.812998,24.021021,-24.664110
SCANNING,0,1762538187865292,-0.006456,-0.013547,0.021803,1083.515015,1.330864,24.021019,-24.664110
SCANNING,0,1762538187874357,-0.006456,-0.013547,0.021803,1083.540527,2.111029,24.021025,-24.664110
SCANNING,0,1762538187883470,-0.006456,-0.013547,0.021803,1083.569336,3.579683,24.021021,-24.664110
SCANNING,1762538187895719,1762538187893125,-0.007376,-0.011164,0.016788,1083.597168,3.280607,24.021027,-24.664110
SCANNING,0,1762538187903379,-0.007043,-0.011960,0.018773,1083.625854,3.442079,24.021021,-24.664110
SCANNING,0,1762538187914411,-0.007043,-0.011960,0.018773,1083.649902,3.167647,24.021021,-24.664110
SCANNING,0,1762538187934425,-0.007043,-0.011960,0.018773,1083.698364,3.415643,24.021017,-24.664110
SCANNING,0,1762538187943467,-0.007043,-0.011960,0.018773,1083.728882,3.914251,24.021021,-24.664110
SCANNING,0,1762538187953103,-0.007043,-0.011960,0.018773,1083.754272,4.811460,24.021021,-24.664110
SCANNING,0,1762538187964397,-0.007043,-0.011960,0.018773,1083.778809,4.134375,24.021019,-24.664110
SCANNING,0,1762538187973508,-0.007043,-0.011960,0.018773,1083.796875,1.897739,24.021019,-24.664110
SCANNING,0,1762538187983152,-0.007043,-0.011960,0.018773,1083.820679,0.268026,24.021015,-24.664110
SCANNING,1762538187995694,1762538187992902,-0.007043,-0.011960,0.018773,1083.851318,1.992622,24.021021,-24.664110
SCANNING,0,1762538188003332,-0.006937,-0.011555,0.016742,1083.880371,2.286275,24.021021,-24.664108
SCANNING,0,1762538188014447,-0.007043,-0.011960,0.018773,1083.909790,3.877742,24.021023,-24.664108
SCANNING,0,1762538188034436,-0.006831,-0.011149,0.014710,1083.960938,3.186357,24.021013,-24.664108
SCANNING,0,1762538188043506,-0.006937,-0.011555,0.016742,1083.988770,3.934727,24.021021,-24.664108
SCANNING,0,1762538188053154,-0.007043,-0.011960,0.018773,1084.015869,3.732369,24.021027,-24.664108
SCANNING,0,1762538188064371,-0.006831,-0.011149,0.014710,1084.043579,3.341541,24.021019,-24.664108
SCANNING,0,1762538188073448,-0.006937,-0.011555,0.016742,1084.068848,3.189433,24.021021,-24.664108
SCANNING,0,1762538188083101,-0.006831,-0.011149,0.014710,1084.098877,3.107086,24.021017,-24.664108
SCANNING,1762538188095730,1762538188092911,-0.006831,-0.011149,0.014710,1084.127197,3.639728,24.021019,-24.664108
SCANNING,0,1762538188103399,-0.006540,-0.009950,0.016461,1084.151855,3.885307,24.021023,-24.664114
SCANNING,0,1762538188114525,-0.006734,-0.010749,0.015294,1084.180054,4.492090,24.021015,-24.664114
SCANNING,0,1762538188134422,-0.006540,-0.009950,0.016461,1084.231934,4.010230,24.021023,-24.664114
SCANNING,0,1762538188143543,-0.006540,-0.009950,0.016461,1084.258179,4.410378,24.021021,-24.664114
SCANNING,0,1762538188153316,-0.006540,-0.009950,0.016461,1084.282593,3.826484,24.021021,-24.664114
SCANNING,0,1762538188164352,-0.006540,-0.009950,0.016461,1084.310303,4.107237,24.021019,-24.664114
SCANNING,0,1762538188173700,-0.006540,-0.009950,0.016461,1084.336060,3.872119,24.021021,-24.664114
SCANNING,0,1762538188183081,-0.006637,-0.010350,0.015877,1084.364258,4.066058,24.021017,-24.664114
SCANNING,1762538188195638,1762538188192902,-0.006540,-0.009950,0.016461,1084.389282,3.606351,24.021019,-24.664114
SCANNING,0,1762538188203354,-0.006540,-0.009950,0.016461,1084.411377,3.403107,24.021029,-24.664110
SCANNING,0,1762538188214424,-0.004319,-0.006751,0.012117,1084.435181,2.562214,24.021021,-24.664110
SCANNING,0,1762538188234420,-0.006540,-0.009950,0.016461,1084.487305,0.363883,24.021023,-24.664110
SCANNING,0,1762538188243486,-0.004319,-0.006751,0.012117,1084.517822,2.094921,24.021021,-24.664110
SCANNING,0,1762538188253160,-0.006540,-0.009950,0.016461,1084.542603,1.554554,24.021023,-24.664110
SCANNING,0,1762538188264401,-0.004319,-0.006751,0.012117,1084.569580,2.079605,24.021019,-24.664110
SCANNING,0,1762538188273497,-0.004319,-0.006751,0.012117,1084.596558,0.840520,24.021021,-24.664110
SCANNING,0,1762538188283194,-0.006540,-0.009950,0.016461,1084.625732,1.403784,24.021027,-24.664110
SCANNING,1762538188295712,1762538188293032,-0.004319,-0.006751,0.012117,1084.651855,1.815012,24.021021,-24.664110
SCANNING,0,1762538188303372,-0.004079,-0.005675,0.008283,1084.678101,2.264354,24.021030,-24.664114
SCANNING,0,1762538188314425,-0.004127,-0.005890,0.009050,1084.701904,2.281268,24.021025,-24.664114
SCANNING,0,1762538188323583,-0.004175,-0.006105,0.009817,1084.732910,2.064568,24.021023,-24.664114
SCANNING,0,1762538188344480,-0.004127,-0.005890,0.009050,1084.788696,3.311355,24.021025,-24.664114
SCANNING,0,1762538188353599,-0.004223,-0.006321,0.010583,1084.807861,3.787422,24.021021,-24.664114
SCANNING,0,1762538188365215,-0.004223,-0.006321,0.010583,1084.824097,1.384736,24.021021,-24.664114
SCANNING,0,1762538188374380,-0.004223,-0.006321,0.010583,1084.854492,1.683455,24.021021,-24.664114
SCANNING,0,1762538188383447,-0.004175,-0.006105,0.009817,1084.884766,1.467578,24.021023,-24.664114
SCANNING,1762538188395841,1762538188393109,-0.004079,-0.005675,0.008283,1084.910522,1.405264,24.021027,-24.664114
SCANNING,0,1762538188403354,-0.003345,-0.006403,0.004224,1084.938843,1.421805,24.021017,-24.664108
SCANNING,0,1762538188414460,-0.003345,-0.006403,0.004224,1084.964722,1.777729,24.021023,-24.664108
SCANNING,0,1762538188423563,-0.003345,-0.006403,0.004224,1084.991943,2.124204,24.021019,-24.664108
SCANNING,0,1762538188444585,-0.003345,-0.006403,0.004224,1085.045410,1.806162,24.021025,-24.664108
SCANNING,0,1762538188453621,-0.003345,-0.006403,0.004224,1085.070923,0.877829,24.021021,-24.664108
SCANNING,0,1762538188465171,-0.003345,-0.006403,0.004224,1085.098267,0.430228,24.021021,-24.664108
SCANNING,0,1762538188474279,-0.003345,-0.006403,0.004224,1085.128784,1.283827,24.021017,-24.664108
SCANNING,0,1762538188483423,-0.003345,-0.006403,0.004224,1085.156860,1.604827,24.021023,-24.664108
SCANNING,1762538188495735,1762538188493054,-0.003345,-0.006403,0.004224,1085.184204,1.923517,24.021025,-24.664108
SCANNING,0,1762538188503369,-0.003345,-0.006403,0.004224,1085.209717,1.651280,24.021017,-24.664110
SCANNING,0,1762538188514464,-0.003345,-0.006403,0.004224,1085.238770,1.299457,24.021025,-24.664110
SCANNING,0,1762538188523581,-0.003345,-0.006403,0.004224,1085.264282,1.001889,24.021023,-24.664110
SCANNING,0,1762538188544564,-0.003345,-0.006403,0.004224,1085.316040,1.605283,24.021021,-24.664110
SCANNING,0,1762538188553719,-0.003345,-0.006403,0.004224,1085.343018,1.689155,24.021017,-24.664110
SCANNING,0,1762538188565132,-0.003345,-0.006403,0.004224,1085.372437,1.930912,24.021017,-24.664110
SCANNING,0,1762538188574336,-0.003345,-0.006403,0.004224,1085.400024,2.384452,24.021021,-24.664110
SCANNING,0,1762538188583352,-0.003345,-0.006403,0.004224,1085.427612,2.882940,24.021023,-24.664110
