event,fastlio_time_us,gpr_time_us,pos_x,pos_y,pos_z,gpr_position,gpr_velocity,left_position,right_position
KEY_PRESS_START,0,1762538603967933,0.022735,0.021409,0.058980,1134.939087,-0.115172,0.000000,0.000000
ARDUINO_START,1762538603971580,1762538603967933,0.022735,0.021409,0.058980,1134.939087,-0.115172,0.000000,0.000000
PRE_MOTOR,1762538605971287,1762538605964962,0.026226,0.021420,0.048740,1134.939941,0.076770,27.327400,-27.150156
PRE_MOTOR,0,1762538605986731,0.030806,0.022787,0.045655,1134.940063,0.681072,27.327400,-27.150150
PRE_MOTOR,0,1762538605995835,0.026226,0.021420,0.048740,1134.939331,0.044938,27.327398,-27.150160
PRE_MOTOR,0,1762538606004959,0.026226,0.021420,0.048740,1134.940430,0.569872,27.327398,-27.150158
PRE_MOTOR,0,1762538606014976,0.026226,0.021420,0.048740,1134.939087,0.069003,27.327404,-27.150154
PRE_MOTOR,0,1762538606024954,0.029279,0.022331,0.046683,1134.939575,0.268254,27.327402,-27.150150
PRE_MOTOR,0,1762538606034965,0.026226,0.021420,0.048740,1134.938477,-0.295453,27.327400,-27.150158
PRE_MOTOR,0,1762538606044982,0.029279,0.022331,0.046683,1134.939575,-0.073634,27.327398,-27.150154
PRE_MOTOR,0,1762538606054896,0.027753,0.021876,0.047712,1134.940796,0.551652,27.327398,-27.150156
PRE_MOTOR,1762538606072622,1762538606064954,0.030806,0.022787,0.045655,1134.939209,0.305064,27.327400,-27.150150
PRE_MOTOR,0,1762538606096816,0.030806,0.022787,0.045655,1134.937988,-0.475161,27.327406,-27.150148
PRE_MOTOR,0,1762538606115989,0.030806,0.022787,0.045655,1134.938354,-0.278652,27.327400,-27.150148
PRE_MOTOR,0,1762538606125142,0.030806,0.022787,0.045655,1134.940552,0.464715,27.327400,-27.150148
PRE_MOTOR,0,1762538606134962,0.030806,0.022787,0.045655,1134.939331,-0.108618,27.327396,-27.150148
PRE_MOTOR,0,1762538606144963,0.030806,0.022787,0.045655,1134.938354,-0.447750,27.327400,-27.150148
PRE_MOTOR,0,1762538606154964,0.030806,0.022787,0.045655,1134.938599,-0.293314,27.327398,-27.150148
PRE_MOTOR,1762538606171748,1762538606186827,0.030284,0.025866,0.049408,1134.939087,-0.261362,27.327398,-27.150152
PRE_MOTOR,0,1762538606195968,0.030381,0.025848,0.049066,1134.939819,0.231900,27.327400,-27.150152
PRE_MOTOR,0,1762538606205035,0.030478,0.025830,0.048724,1134.939941,0.059255,27.327402,-27.150152
PRE_MOTOR,0,1762538606216142,0.030284,0.025866,0.049408,1134.939575,0.215229,27.327398,-27.150152
PRE_MOTOR,0,1762538606225202,0.030478,0.025830,0.048724,1134.937866,-0.692420,27.327402,-27.150152
PRE_MOTOR,0,1762538606234928,0.030284,0.025866,0.049408,1134.939087,-0.074617,27.327394,-27.150152
PRE_MOTOR,0,1762538606244996,0.030381,0.025848,0.049066,1134.940063,0.172477,27.327400,-27.150152
PRE_MOTOR,0,1762538606254973,0.030381,0.025848,0.049066,1134.940063,-0.081040,27.327400,-27.150152
PRE_MOTOR,1762538606271446,1762538606265971,0.030867,0.025758,0.047357,1134.938599,-0.290088,27.327410,-27.150152
PRE_MOTOR,0,1762538606286853,0.029194,0.024402,0.046326,1134.940186,0.070036,27.327402,-27.150150
PRE_MOTOR,0,1762538606295974,0.029612,0.024741,0.046584,1134.939209,0.151672,27.327406,-27.150150
PRE_MOTOR,0,1762538606304994,0.029194,0.024402,0.046326,1134.941406,0.534542,27.327402,-27.150150
